# T[K]  Latom_lo  Lmol_lo  Lmol_hi  [erg/s/cm^3]
   1.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
   1.07152E+00   0.00000E+00   2.94729-234   2.94729-226
   1.14815E+00   0.00000E+00   1.84588-220   1.84588-212
   1.23027E+00   0.00000E+00   1.38710-207   1.38710-199
   1.31826E+00   0.00000E+00   1.44080-195   1.44080-187
   1.41254E+00   0.00000E+00   2.36074-184   2.36074-176
   1.51356E+00   0.00000E+00   6.90203-174   6.90203-166
   1.62181E+00   0.00000E+00   4.03971-164   4.03971-156
   1.73780E+00   0.00000E+00   5.26978-155   5.26978-147
   1.86209E+00   0.00000E+00   1.69363-146   1.69363-138
   1.99526E+00   0.00000E+00   1.47244-138   1.47244-130
   2.13796E+00   0.00000E+00   3.77875-131   3.77875-123
   2.29087E+00   0.00000E+00   3.10541-124   3.10541-116
   2.45471E+00   0.00000E+00   8.81775-118   8.81775-110
   2.63027E+00   0.00000E+00   9.28691-112   9.28691-104
   2.81838E+00   0.00000E+00   3.87621-106   3.87621E-98
   3.01995E+00   0.00000E+00   6.82021-101   6.82021E-93
   3.23594E+00   0.00000E+00   5.35896E-96   5.35896E-88
   3.46737E+00   0.00000E+00   1.98438E-91   1.98438E-83
   3.71535E+00   0.00000E+00   3.64114E-87   3.64114E-79
   3.98107E+00   0.00000E+00   3.46954E-83   3.46954E-75
   4.26580E+00   0.00000E+00   1.79359E-79   1.79359E-71
   4.57088E+00   0.00000E+00   5.23984E-76   5.23984E-68
   4.89779E+00   0.00000E+00   8.98669E-73   8.98669E-65
   5.24807E+00   0.00000E+00   9.37576E-70   9.37576E-62
   5.62341E+00   0.00000E+00   6.15103E-67   6.15103E-59
   6.02560E+00   0.00000E+00   2.61740E-64   2.61740E-56
   6.45654E+00   0.00000E+00   7.43572E-62   7.43572E-54
   6.91831E+00   0.00000E+00   1.44883E-59   1.44883E-51
   7.41310E+00   0.00000E+00   1.98558E-57   1.98558E-49
   7.94328E+00   0.00000E+00   1.95943E-55   1.95943E-47
   8.51138E+00   0.00000E+00   1.42319E-53   1.42319E-45
   9.12011E+00   0.00000E+00   7.76516E-52   7.76561E-44
   9.77237E+00   0.00000E+00   3.23687E-50   3.24456E-42
   1.04713E+01   0.00000E+00   1.03640E-48   1.05668E-40
   1.12202E+01   0.00000E+00   2.55160E-47   2.72746E-39
   1.20226E+01   0.00000E+00   4.67430E-46   5.66683E-38
   1.28825E+01   0.00000E+00   6.08984E-45   9.61567E-37
   1.38038E+01   0.00000E+00   5.59862E-44   1.35066E-35
   1.47911E+01   0.00000E+00   3.86536E-43   1.59044E-34
   1.58489E+01   0.00000E+00   2.18650E-42   1.58857E-33
   1.69824E+01   0.00000E+00   1.08026E-41   1.36076E-32
   1.81970E+01   0.00000E+00   4.83100E-41   1.00995E-31
   1.94984E+01   0.00000E+00   1.99208E-40   6.55715E-31
   2.08930E+01   0.00000E+00   7.64997E-40   3.75755E-30
   2.23872E+01   0.00000E+00   2.75229E-39   1.91641E-29
   2.39883E+01   0.00000E+00   9.31500E-39   8.76684E-29
   2.57040E+01   0.00000E+00   2.97510E-38   3.62345E-28
   2.75423E+01   0.00000E+00   8.99109E-38   1.36229E-27
   2.95121E+01   0.00000E+00   2.57729E-37   4.68840E-27
   3.16228E+01   0.00000E+00   7.02308E-37   1.48578E-26
   3.38844E+01   0.00000E+00   1.82320E-36   4.35965E-26
   3.63078E+01   0.00000E+00   4.51832E-36   1.19054E-25
   3.89045E+01   0.00000E+00   1.07107E-35   3.04029E-25
   4.16869E+01   0.00000E+00   2.43332E-35   7.29307E-25
   4.46684E+01   0.00000E+00   5.30808E-35   1.65022E-24
   4.78630E+01   0.00000E+00   1.11386E-34   3.53593E-24
   5.12861E+01   0.00000E+00   2.25249E-34   7.20077E-24
   5.49541E+01   0.00000E+00   4.39733E-34   1.39855E-23
   5.88844E+01   0.00000E+00   8.30145E-34   2.60044E-23
   6.30957E+01   0.00000E+00   1.51804E-33   4.65457E-23
   6.76083E+01   0.00000E+00   2.69337E-33   8.09826E-23
   7.24436E+01   0.00000E+00   4.64406E-33   1.39017E-22
   7.76247E+01   0.00000E+00   7.79433E-33   2.39289E-22
   8.31764E+01   0.00000E+00   1.27526E-32   4.16658E-22
   8.91251E+01   0.00000E+00   2.03692E-32   7.31043E-22
   9.54993E+01   0.00000E+00   3.18053E-32   1.27581E-21
   1.02329E+02   0.00000E+00   4.86133E-32   2.18425E-21
   1.09648E+02   0.00000E+00   7.28303E-32   3.63433E-21
   1.17490E+02   0.00000E+00   1.07087E-31   5.85323E-21
   1.25893E+02   0.00000E+00   1.54730E-31   9.12404E-21
   1.34896E+02   0.00000E+00   2.19970E-31   1.37967E-20
   1.44544E+02   0.00000E+00   3.08045E-31   2.03049E-20
   1.54882E+02   0.00000E+00   4.25430E-31   2.91902E-20
   1.65959E+02   0.00000E+00   5.80072E-31   4.11358E-20
   1.77828E+02   0.00000E+00   7.81693E-31   5.70101E-20
   1.90546E+02   0.00000E+00   1.04216E-30   7.79246E-20
   2.04174E+02   0.00000E+00   1.37595E-30   1.05308E-19
   2.18776E+02   0.00000E+00   1.80071E-30   1.41002E-19
   2.34423E+02   0.00000E+00   2.33805E-30   1.87387E-19
   2.51189E+02   0.00000E+00   3.01438E-30   2.47537E-19
   2.69153E+02   0.00000E+00   3.86219E-30   3.25434E-19
   2.88403E+02   0.00000E+00   4.92149E-30   4.26235E-19
   3.09030E+02   0.00000E+00   6.24172E-30   5.56655E-19
   3.31131E+02   0.00000E+00   7.88423E-30   7.25508E-19
   3.54813E+02   0.00000E+00   9.92531E-30   9.44562E-19
   3.80189E+02   0.00000E+00   1.24602E-29   1.22997E-18
   4.07380E+02   0.00000E+00   1.56082E-29   1.60477E-18
   4.36516E+02   0.00000E+00   1.95189E-29   2.10328E-18
   4.67735E+02   0.00000E+00   2.43808E-29   2.77865E-18
   5.01187E+02   0.00000E+00   3.04319E-29   3.71535E-18
   5.37032E+02   0.00000E+00   3.79730E-29   5.04866E-18
   5.75440E+02   0.00000E+00   4.73856E-29   6.99349E-18
   6.16595E+02   0.00000E+00   5.91541E-29   9.88445E-18
   6.60693E+02   0.00000E+00   7.38950E-29   1.42283E-17
   7.07946E+02   0.00000E+00   9.23935E-29   2.07681E-17
   7.58578E+02   0.00000E+00   1.15652E-28   3.05574E-17
   8.12831E+02   0.00000E+00   1.44952E-28   4.50397E-17
   8.70964E+02   0.00000E+00   1.81931E-28   6.61292E-17
   9.33254E+02   0.00000E+00   2.28686E-28   9.62856E-17
   1.00000E+03   0.00000E+00   2.87902E-28   1.38581E-16
   1.07152E+03   0.00000E+00   3.63015E-28   1.96755E-16
   1.14815E+03   0.00000E+00   4.58422E-28   2.75255E-16
   1.23027E+03   0.00000E+00   5.79740E-28   3.79275E-16
   1.31826E+03   0.00000E+00   7.34141E-28   5.14777E-16
   1.41254E+03   0.00000E+00   9.30758E-28   6.88522E-16
   1.51356E+03   0.00000E+00   1.18119E-27   9.08088E-16
   1.62181E+03   0.00000E+00   1.50012E-27   1.18189E-15
   1.73780E+03   2.95336E-39   1.90606E-27   1.51918E-15
   1.86209E+03   1.43382E-36   2.42221E-27   1.93003E-15
   1.99526E+03   4.64521E-34   3.07748E-27   2.42528E-15
   2.13796E+03   1.03170E-31   3.90765E-27   3.01645E-15
   2.29087E+03   1.61095E-29   4.95643E-27   3.71554E-15
   2.45471E+03   1.81023E-27   6.27519E-27   4.53488E-15
   2.63027E+03   1.49464E-25   7.90748E-27   5.48686E-15
   2.81838E+03   9.17515E-24   9.74149E-27   6.58362E-15
   3.01995E+03   4.03854E-22   1.04965E-26   7.83670E-15
   3.23594E+03   9.57360E-21   5.38210E-27   9.25657E-15
   3.46737E+03   4.63067E-20   1.82196E-28   1.08510E-14
   3.71535E+03   5.73173E-20   6.20390E-31   1.26188E-14
   3.98107E+03   5.90813E-20   2.17871E-33   1.45221E-14
   4.26580E+03   6.03490E-20   1.20371E-35   1.63835E-14
   4.57088E+03   6.16146E-20   0.00000E+00   1.75584E-14
   4.89779E+03   6.29049E-20   0.00000E+00   1.62741E-14
   5.24807E+03   6.42221E-20   0.00000E+00   1.02882E-14
   5.62341E+03   6.55669E-20   0.00000E+00   3.23320E-15
   6.02560E+03   6.69399E-20   0.00000E+00   6.15610E-16
   6.45654E+03   6.83415E-20   0.00000E+00   1.10155E-16
   6.91831E+03   6.97726E-20   0.00000E+00   2.07083E-17
   7.41310E+03   7.12336E-20   0.00000E+00   3.68629E-18
   7.94328E+03   7.27252E-20   0.00000E+00   5.42101E-19
   8.51138E+03   7.42480E-20   0.00000E+00   0.00000E+00
   9.12011E+03   7.58027E-20   0.00000E+00   0.00000E+00
   9.77237E+03   7.73900E-20   0.00000E+00   0.00000E+00
   1.04713E+04   7.90105E-20   0.00000E+00   0.00000E+00
   1.12202E+04   8.06650E-20   0.00000E+00   0.00000E+00
   1.20226E+04   8.23540E-20   0.00000E+00   0.00000E+00
   1.28825E+04   8.40785E-20   0.00000E+00   0.00000E+00
   1.38038E+04   8.58391E-20   0.00000E+00   0.00000E+00
   1.47911E+04   0.00000E+00   1.73482E-25   0.00000E+00
   1.58489E+04   0.00000E+00   1.73484E-25   0.00000E+00
   1.69824E+04   0.00000E+00   1.73486E-25   0.00000E+00
   1.81970E+04   0.00000E+00   1.73488E-25   0.00000E+00
   1.94984E+04   0.00000E+00   1.73490E-25   0.00000E+00
   2.08930E+04   0.00000E+00   1.73492E-25   0.00000E+00
   2.23872E+04   0.00000E+00   1.73493E-25   0.00000E+00
   2.39883E+04   0.00000E+00   1.73495E-25   0.00000E+00
   2.57040E+04   0.00000E+00   1.73496E-25   0.00000E+00
   2.75423E+04   0.00000E+00   1.73497E-25   0.00000E+00
   2.95121E+04   0.00000E+00   1.73499E-25   0.00000E+00
   3.16228E+04   0.00000E+00   1.73500E-25   0.00000E+00
   3.38844E+04   0.00000E+00   1.73501E-25   0.00000E+00
   3.63078E+04   0.00000E+00   1.73502E-25   0.00000E+00
   3.89045E+04   0.00000E+00   1.73503E-25   0.00000E+00
   4.16869E+04   0.00000E+00   1.73504E-25   0.00000E+00
   4.46684E+04   0.00000E+00   1.73505E-25   0.00000E+00
   4.78630E+04   0.00000E+00   1.73505E-25   0.00000E+00
   5.12861E+04   0.00000E+00   1.73506E-25   0.00000E+00
   5.49541E+04   0.00000E+00   1.73507E-25   0.00000E+00
   5.88844E+04   0.00000E+00   1.73508E-25   0.00000E+00
   6.30957E+04   0.00000E+00   1.73508E-25   0.00000E+00
   6.76083E+04   0.00000E+00   1.73509E-25   0.00000E+00
   7.24436E+04   0.00000E+00   1.73509E-25   0.00000E+00
   7.76247E+04   0.00000E+00   1.73510E-25   0.00000E+00
   8.31764E+04   0.00000E+00   1.73510E-25   0.00000E+00
   8.91251E+04   0.00000E+00   1.73511E-25   0.00000E+00
   9.54993E+04   0.00000E+00   1.73511E-25   0.00000E+00
   1.02329E+05   0.00000E+00   1.73511E-25   0.00000E+00
   1.09648E+05   0.00000E+00   1.73512E-25   0.00000E+00
   1.17490E+05   0.00000E+00   1.73512E-25   0.00000E+00
   1.25893E+05   0.00000E+00   1.73512E-25   0.00000E+00
   1.34896E+05   0.00000E+00   1.73512E-25   0.00000E+00
   1.44544E+05   0.00000E+00   1.73513E-25   0.00000E+00
   1.54882E+05   0.00000E+00   1.73513E-25   0.00000E+00
   1.65959E+05   0.00000E+00   1.73513E-25   0.00000E+00
   1.77828E+05   0.00000E+00   1.73513E-25   0.00000E+00
