rank,local_index,source_id,source_kind,level,position_x_code,position_y_code,position_z_code,position_x_proper_cm,position_y_proper_cm,position_z_proper_cm,mass_code,mass_msun,initial_mass_code,initial_mass_msun,birth_epoch_code,birth_proper_time_code,age_myr,birth_metallicity_mass_fraction,yield_table_index_code
3,4582734,11,star,11,0.49571984961838317,0.39589653818299753,0.28390758131338245,3.3157089630562647e+24,2.6480232758620458e+24,1.8989655402443228e+24,1.880184514325967e-08,2280339.0868300227,1.8801845673920333e-08,2280339.1511899959,-10.058490931193608,-0.94332911822444998,700.06249029021944,4.2879704656235437e-12,0.049061951058399944
27,2945982,12,star,11,0.63542002435391043,0.010962204837108984,0.97585158229043378,4.2501180287164361e+24,7.3322625392632849e+22,6.5271540780622385e+24,1.8801845152523316e-08,2280339.0879535428,1.8801845673920339e-08,2280339.1511899969,-9.8655713403681631,-0.94247265355432774,687.84167751555458,1.0000000000000004e-50,0.048205486388277707
3,4593390,13,star,11,0.49600574935777297,0.39627745296488787,0.28412312993035593,3.3176212534944223e+24,2.6505710910391999e+24,1.9004072748890492e+24,1.8801845152523316e-08,2280339.0879535428,1.8801845673920339e-08,2280339.1511899969,-9.8655713403681631,-0.94247265355432774,687.84167751555458,4.6160212958838078e-12,0.048205486388277707
3,3489187,14,star,11,0.48732178287178535,0.38886421287186035,0.27636784214835924,3.2595370239953708e+24,2.6009863373912236e+24,1.848534675416499e+24,1.8801845154929597e-08,2280339.0882453835,1.8801845673920336e-08,2280339.1511899964,-9.8171425465910289,-0.94225018169725439,684.66724778392586,1.0000000000000001e-50,0.047983014531204349
18,3266448,15,star,11,0.51530691360749814,0.52893161926630838,0.40969424817137179,3.4467204682010785e+24,3.5378516962660784e+24,2.7403116736603633e+24,1.8801845154929597e-08,2280339.0882453835,1.8801845673920336e-08,2280339.1511899964,-9.8171425465910289,-0.94225018169725439,684.66724778392586,9.9999999999999977e-51,0.047983014531204349
12,3623349,16,star,11,0.39082383906407198,0.82489100610209809,0.66820624951266072,2.6140936401041531e+24,5.5174278467621775e+24,4.4694144331419121e+24,1.8801845157330128e-08,2280339.0885365261,1.8801845673920336e-08,2280339.1511899964,-9.7694853925670611,-0.94202824186091005,681.50040940538929,9.9999999999999953e-51,0.047761074694860017
3,3502247,17,star,11,0.41076415701100588,0.27764579831619013,0.34296404227401772,2.7474679461637918e+24,1.8570825088819775e+24,2.2939750140112156e+24,1.8801845159735348e-08,2280339.0888282377,1.8801845673920336e-08,2280339.1511899964,-9.7223782392426799,-0.94180586861247262,678.32738671099116,1.0000000000000001e-50,0.047538701446422582
12,3627834,18,star,11,0.39002643879626808,0.8258472210480996,0.66691545506936889,2.6087600888712617e+24,5.5238236577620927e+24,4.460780728624369e+24,1.8801845159735348e-08,2280339.0888282377,1.8801845673920336e-08,2280339.1511899964,-9.7223782392426799,-0.94180586861247262,678.32738671099116,9.2473271141676041e-12,0.047538701446422582
30,3196344,19,star,11,0.5861474993138529,0.15445706747470622,0.49263952863293214,3.9205501225018638e+24,1.0331131251401835e+24,3.2951056971018897e+24,1.8801845159735348e-08,2280339.0888282377,1.8801845673920336e-08,2280339.1511899964,-9.7223782392426799,-0.94180586861247262,678.32738671099116,1.0000000000000002e-50,0.047538701446422582
3,3559573,20,star,11,0.48861554868293811,0.38858125837099461,0.27700854285268317,3.2681906030268288e+24,2.5990937466963387e+24,1.8528201141972916e+24,1.8801845159735348e-08,2280339.0888282377,1.8801845673920336e-08,2280339.1511899964,-9.7223782392426799,-0.94180586861247262,678.32738671099116,1.645429405397567e-11,0.047538701446422582
3,4419140,21,star,11,0.38580754831066333,0.28822019960550199,0.34805559880003084,2.580541301570246e+24,1.9278112423811834e+24,2.32803078083638e+24,1.8801845162128855e-08,2280339.0891185286,1.8801845673920336e-08,2280339.1511899964,-9.6761363863209571,-0.94158457820204688,675.16981492901016,1.0000000000000002e-50,0.047317411035996848
16,3377183,22,star,11,0.26001044419555075,0.65487252966355736,0.14283344175694568,1.7391253567334611e+24,4.380229514586426e+24,9.5536647044144714e+23,1.8801845162128855e-08,2280339.0891185286,1.8801845673920336e-08,2280339.1511899964,-9.6761363863209571,-0.94158457820204688,675.16981492901016,1.0000000000000001e-50,0.047317411035996848
25,2796099,23,star,11,0.56471528438519991,0.42140432392288618,0.52537573320018482,3.7771970024043151e+24,2.8186365645382534e+24,3.5140675300477415e+24,1.8801845162128855e-08,2280339.0891185286,1.8801845673920336e-08,2280339.1511899964,-9.6761363863209571,-0.94158457820204688,675.16981492901016,1.0000000000000002e-50,0.047317411035996848
3,4522105,24,star,11,0.4965688337176129,0.39647694578326614,0.28372212187686174,3.3213875417726005e+24,2.6519054336653249e+24,1.8977250623485346e+24,1.8801845162128855e-08,2280339.0891185286,1.8801845673920336e-08,2280339.1511899964,-9.6761363863209571,-0.94158457820204688,675.16981492901016,4.2793816416885955e-12,0.047317411035996848
32,3687681,25,star,11,0.92144579712859898,0.070510578455327474,0.10242482364024887,6.1632514632242804e+24,4.716223430524121e+23,6.8508635683011447e+23,1.8801845162128855e-08,2280339.0891185286,1.8801845673920336e-08,2280339.1511899964,-9.6761363863209571,-0.94158457820204688,675.16981492901016,9.9999999999999989e-51,0.047317411035996848
3,3515187,26,star,11,0.34532330668339206,0.10625511792188694,0.4456491575038028,2.3097553668746407e+24,7.1070595041820132e+23,2.9808023766878738e+24,1.8801845164484969e-08,2280339.089404285,1.8801845673920336e-08,2280339.1511899964,-9.6311829220541831,-0.94136674489779559,672.06157226564187,9.9999999999999965e-51,0.047099577731745557
3,3515188,27,star,11,0.48697302922685359,0.38867675809736041,0.2765168038233014,3.2572043242108273e+24,2.5997325133281855e+24,1.8495310316470146e+24,1.8801845164484969e-08,2280339.089404285,1.8801845673920336e-08,2280339.1511899964,-9.6311829220541831,-0.94136674489779559,672.06157226564187,1.4787445754317346e-12,0.047099577731745557
12,3943335,28,star,11,0.38976852821517399,0.92466630581394615,0.61083888888544546,2.6070350088163491e+24,6.1847923991416664e+24,4.085702802540536e+24,1.8801845164484969e-08,2280339.089404285,1.8801845673920336e-08,2280339.1511899964,-9.6311829220541831,-0.94136674489779559,672.06157226564187,1e-50,0.047099577731745557
12,3636731,29,star,11,0.39100205016457706,0.82534671542640081,0.66670426256189963,2.6152856362360721e+24,5.5204759383249876e+24,4.4593681305803624e+24,1.8801845164484969e-08,2280339.089404285,1.8801845673920336e-08,2280339.1511899964,-9.6311829220541831,-0.94136674489779559,672.06157226564187,6.6328246583973399e-12,0.047099577731745557
18,3275974,30,star,11,0.70729579955926114,0.50891578673326843,0.047995118367865651,4.7308717291350538e+24,3.4039722976825349e+24,3.2102374814683445e+23,1.8801845164484969e-08,2280339.089404285,1.8801845673920336e-08,2280339.1511899964,-9.6311829220541831,-0.94136674489779559,672.06157226564187,9.9999999999999989e-51,0.047099577731745557
30,3203836,31,star,11,0.58638625587463,0.15437766051863458,0.49243279900273368,3.922147087540013e+24,1.0325819978186159e+24,3.2937229497934937e+24,1.8801845164484969e-08,2280339.089404285,1.8801845673920336e-08,2280339.1511899964,-9.6311829220541831,-0.94136674489779559,672.06157226564187,1.3635699538904326e-13,0.047099577731745557
9,3609988,32,star,11,0.11335122014679767,0.62713885817093895,0.56966888438334728,7.5816947193748868e+23,4.1947279995324628e+24,3.8103300228510388e+24,1.8801845166824362e-08,2280339.0896880128,1.8801845673920339e-08,2280339.1511899969,-9.5871677799396924,-0.94115045786988438,668.97539327204208,9.9999999999999989e-51,0.046883290703834346
30,3207530,33,star,11,0.56485421147363246,0.12168291111608268,0.49699717252366243,3.7781262405469509e+24,8.1389744499634437e+23,3.3242525608343479e+24,1.8801845166824362e-08,2280339.0896880128,1.8801845673920339e-08,2280339.1511899969,-9.5871677799396924,-0.94115045786988438,668.97539327204208,9.9999999999999953e-51,0.046883290703834346
3,3528012,34,star,11,0.48597293361551275,0.38891061769315988,0.27724146415824963,3.2505150097018585e+24,2.6012967241591336e+24,1.8543780491098194e+24,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,9.9999999999999977e-51,0.046666831425014488
3,3528013,35,star,11,0.48700622789413389,0.38883014139391742,0.27627960255021922,3.2574263793065587e+24,2.6007584443486372e+24,1.8479444694227817e+24,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,1.1442947653456434e-12,0.046666831425014488
9,3612815,36,star,11,0.089337213228237691,0.61178496900133672,0.53103447011538385,5.975475843127335e+23,4.0920308249557064e+24,3.5519169821601526e+24,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,1.0000000000000002e-50,0.046666831425014488
14,3720675,37,star,11,0.1753608924009129,0.85503720194631572,0.096793734374995707,1.1729320162403477e+24,5.7190659531234027e+24,6.4742183086258819e+23,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,1.0000000000000001e-50,0.046666831425014488
24,2460592,38,star,11,0.96833047646030335,0.61391717427797043,0.64213944640735376,6.4768478455556005e+24,4.1062924530754048e+24,4.2950620589914216e+24,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,1.0000000000000002e-50,0.046666831425014488
30,3211095,39,star,11,0.58643407393112346,0.15610050479886239,0.49285022376492776,3.9224669269788277e+24,1.044105543277405e+24,3.2965149683630023e+24,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,1e-50,0.046666831425014488
30,3211096,40,star,11,0.67651070485409004,0.46173369681755222,0.40233060436574147,4.524960235937735e+24,3.0883866326144537e+24,2.6910586534597842e+24,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,9.9999999999999989e-51,0.046666831425014488
3,3565812,41,star,11,0.48820758458324853,0.38867593023101249,0.27706263257468139,3.2654618637540572e+24,2.5997269759992443e+24,1.8531819027683502e+24,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,1.6914579883325135e-11,0.046666831425014488
31,3479556,42,star,11,0.70209819952820041,0.39476941521518777,0.080925664424580518,4.6961066717692121e+24,2.6404843166500828e+24,5.412854681538953e+23,1.8801845169165611e-08,2280339.0899719656,1.8801845673920336e-08,2280339.1511899964,-9.5436322832010152,-0.94093399859106452,665.88675644663874,9.9999999999999989e-51,0.046666831425014488
12,3649602,43,star,11,0.39110029275052699,0.93745064693200852,0.56605735820750414,2.6159427489642369e+24,6.2703027019156226e+24,3.7861736980220576e+24,1.8801845171531896e-08,2280339.0902589555,1.8801845673920336e-08,2280339.1511899964,-9.5002078878647893,-0.94071522476158298,662.7650935183724,1.0000000000000001e-50,0.046448057595532943
3,4549211,44,star,11,0.49566874127342675,0.39630138750822347,0.28389764728912981,3.3153671159472789e+24,2.6507311814207441e+24,1.8988990947846966e+24,1.8801845171531896e-08,2280339.0902589555,1.8801845673920336e-08,2280339.1511899964,-9.5002078878647893,-0.94071522476158298,662.7650935183724,2.2948060724194289e-12,0.046448057595532943
32,3700875,45,star,11,0.92140106473590622,0.070632502210397977,0.10245294876021314,6.1629522627877742e+24,4.7243785142434424e+23,6.8527447661677294e+23,1.8801845171531896e-08,2280339.0902589555,1.8801845673920336e-08,2280339.1511899964,-9.5002078878647893,-0.94071522476158298,662.7650935183724,2.2182895976692898e-12,0.046448057595532943
32,3700876,46,star,11,0.89598443914898429,0.056640436242128618,0.10743688661479246,5.9929487147473264e+24,3.7884946964302132e+23,7.1861041712523882e+23,1.8801845171531896e-08,2280339.0902589555,1.8801845673920336e-08,2280339.1511899964,-9.5002078878647893,-0.94071522476158298,662.7650935183724,1.0000000000000001e-50,0.046448057595532943
3,3540772,47,star,11,0.40983638743864803,0.27680859181816697,0.34443862892910787,2.7412623970233126e+24,1.851482706712342e+24,2.3038380449002337e+24,1.8801845173892607e-08,2280339.0905452687,1.8801845673920336e-08,2280339.1511899964,-9.4574338586478071,-0.94049696640348168,659.65078580211718,1.624279279767498e-11,0.046229799237431646
12,3654102,48,star,11,0.39159953279800841,0.8246594338369837,0.66809604149281721,2.6192820033867199e+24,5.5158789351427898e+24,4.4686772875152499e+24,1.8801845173892607e-08,2280339.0905452687,1.8801845673920336e-08,2280339.1511899964,-9.4574338586478071,-0.94049696640348168,659.65078580211718,9.9999999999999989e-51,0.046229799237431646
12,3654103,49,star,11,0.39066065097174307,0.82570876358399303,0.66624955910652195,2.6130021279913831e+24,5.522897560783944e+24,4.4563267669478815e+24,1.8801845173892607e-08,2280339.0905452687,1.8801845673920336e-08,2280339.1511899964,-9.4574338586478071,-0.94049696640348168,659.65078580211718,5.3615933592744398e-12,0.046229799237431646
18,3285254,50,star,11,0.70760770584105936,0.50980387986258047,0.047935447434018411,4.7329579688831456e+24,3.4099124639904923e+24,3.2062462866363535e+23,1.8801845173892607e-08,2280339.0905452687,1.8801845673920336e-08,2280339.1511899964,-9.4574338586478071,-0.94049696640348168,659.65078580211718,8.7394066973278033e-13,0.046229799237431646
30,3218233,51,star,11,0.58591654089995926,0.15466752965367769,0.49261465796827925,3.9190053167337877e+24,1.0345208382542283e+24,3.2949393453090971e+24,1.8801845173892607e-08,2280339.0905452687,1.8801845673920336e-08,2280339.1511899964,-9.4574338586478071,-0.94049696640348168,659.65078580211718,5.4849797418298625e-13,0.046229799237431646
32,3704140,52,star,11,0.87572989083623809,0.044463258602737539,0.11291244394312829,5.8574726238969629e+24,2.9740028604720666e+23,7.5523464051526032e+23,1.8801845173892607e-08,2280339.0905452687,1.8801845673920336e-08,2280339.1511899964,-9.4574338586478071,-0.94049696640348168,659.65078580211718,9.9999999999999941e-51,0.046229799237431646
3,3547115,53,star,11,0.48837838055526467,0.38689702159033995,0.2755918182547793,3.2666042625014625e+24,2.5878284342545939e+24,1.84334410380338e+24,1.8801845176225895e-08,2280339.0908282562,1.8801845673920339e-08,2280339.1511899969,-9.4156441160310909,-0.94028124384545431,656.57266117550751,1.0000000000000004e-50,0.04601407667940427
3,3547116,54,star,11,0.417173594832143,0.27619742351434978,0.34419055630340645,2.7903385926550638e+24,1.8473948005603842e+24,2.3021787677315663e+24,1.8801845176225895e-08,2280339.0908282562,1.8801845673920339e-08,2280339.1511899969,-9.4156441160310909,-0.94028124384545431,656.57266117550751,9.9999999999999965e-51,0.04601407667940427
10,3163337,55,star,11,0.094351216491687484,0.51249761857527132,0.88277708773762298,6.3108462256974937e+23,3.4279300067632428e+24,5.9046090336016219e+24,1.8801845176225895e-08,2280339.0908282562,1.8801845673920339e-08,2280339.1511899969,-9.4156441160310909,-0.94028124384545431,656.57266117550751,1.0000000000000002e-50,0.04601407667940427
16,3377092,56,star,11,0.26008629910055214,0.65510068042164327,0.14273489961602959,1.7396327255398514e+24,4.3817555408573046e+24,9.547073540874707e+23,1.8801845176225895e-08,2280339.0908282562,1.8801845673920339e-08,2280339.1511899969,-9.4156441160310909,-0.94028124384545431,656.57266117550751,3.2445580273281993e-12,0.04601407667940427
30,3221989,57,star,11,0.56500537789185101,0.12214949517315103,0.49724150917635895,3.7791373435886916e+24,8.1701827411228886e+23,3.3258868492937927e+24,1.8801845176225895e-08,2280339.0908282562,1.8801845673920339e-08,2280339.1511899969,-9.4156441160310909,-0.94028124384545431,656.57266117550751,1e-50,0.04601407667940427
30,3221990,58,star,11,0.51199753174793783,0.40858993306993396,0.30359119899944703,3.4245850885055364e+24,2.7329252688539092e+24,2.030622861687674e+24,1.8801845176225895e-08,2280339.0908282562,1.8801845673920339e-08,2280339.1511899969,-9.4156441160310909,-0.94028124384545431,656.57266117550751,1e-50,0.04601407667940427
3,3553404,59,star,11,0.48806615070015158,0.38859639543426733,0.27689021943997721,3.2645158584766304e+24,2.5991949935929603e+24,1.8520286873453095e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,2.2105743246100592e-11,0.045799308773665892
3,3553405,60,star,11,0.4093399646914333,0.27667642835429362,0.34417128761812904,2.7379419866066792e+24,1.8505987082561761e+24,2.3020498857581495e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,2.2934507314069056e-11,0.045799308773665892
3,3553406,61,star,11,0.27401027835256159,0.093481921766472367,0.30429595326910458,1.8327656974045816e+24,6.2527019267723613e+23,2.0353367339493042e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,9.9999999999999953e-51,0.045799308773665892
3,3553407,62,star,11,0.40907652621982438,0.27674912119104433,0.34408917726370952,2.7361799322887008e+24,1.8510849270157232e+24,2.3015006762836488e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,2.800910763228522e-12,0.045799308773665892
7,3801387,63,star,11,0.24678517895918434,0.2878769095336956,0.85053469765294998,1.6506658558343662e+24,1.9255150866615911e+24,5.688950165237957e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,1.0000000000000001e-50,0.045799308773665892
24,3748931,64,star,11,0.99028465692671186,0.39270224337176113,0.64200752922742466,6.6236922234941948e+24,2.6266576760289664e+24,4.2941797078485157e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,9.9999999999999977e-51,0.045799308773665892
12,3662801,65,star,11,0.39008196123893718,0.82577062058035855,0.66649283410980797,2.609131460445247e+24,5.5233113021288482e+24,4.4579539543794598e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,2.9058114785236159e-11,0.045799308773665892
18,3290019,66,star,11,0.70714653709424824,0.5092772189944379,0.048101116421658978,4.7298733610175131e+24,3.4063898006104889e+24,3.2173273467884364e+23,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,1.6064212208405239e-12,0.045799308773665892
27,3387761,67,star,11,0.63687757090278918,0.010315289276559385,0.97631373242921315,4.2598670838731123e+24,6.8995617458401179e+22,6.5302452501397903e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,1.0000000000000004e-50,0.045799308773665892
25,3816408,68,star,11,0.60005255651070644,0.40577775606305294,0.95051736441427526,4.0135565308894039e+24,2.7141155308242654e+24,6.3577017284162342e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,9.9999999999999941e-51,0.045799308773665892
26,3094699,69,star,11,0.57960617135384396,0.36404978472797467,0.97021604259820771,3.87679730573653e+24,2.4350106923305375e+24,6.4894597846350978e+24,1.8801845178548853e-08,2280339.0911099911,1.8801845673920339e-08,2280339.1511899969,-9.3745808474575831,-0.94006647593971593,653.50815839145105,1.0000000000000001e-50,0.045799308773665892
9,3626093,70,star,11,0.084365548237325436,0.60919688717683118,0.56234991275732216,5.6429373300060421e+23,4.0747199867690933e+24,3.7613758003411925e+24,1.8801845180875742e-08,2280339.0913922023,1.8801845673920339e-08,2280339.1511899969,-9.3339380945609633,-0.93985134475221677,650.43847197456319,9.9999999999999989e-51,0.04558417758616673
26,3096253,71,star,11,0.7225555363598265,0.37876176808892525,0.96041433305245572,4.8329391491152396e+24,2.5334143675753176e+24,6.4238993350804895e+24,1.8801845180875742e-08,2280339.0913922023,1.8801845673920339e-08,2280339.1511899969,-9.3339380945609633,-0.93985134475221677,650.43847197456319,9.9999999999999989e-51,0.04558417758616673
30,3268259,72,star,11,0.58632601234164872,0.15436488669982948,0.49252534995212294,3.9217441381273034e+24,1.0324965578961735e+24,3.2943419930145098e+24,1.8801845180875742e-08,2280339.0913922023,1.8801845673920339e-08,2280339.1511899969,-9.3339380945609633,-0.93985134475221677,650.43847197456319,4.631123213092273e-13,0.04558417758616673
30,3268260,73,star,11,0.56497590850572099,0.12129758587056846,0.49663071305538442,3.7789402324425425e+24,8.1132012966142909e+23,3.3218014325519088e+24,1.8801845180875742e-08,2280339.0913922023,1.8801845673920339e-08,2280339.1511899969,-9.3339380945609633,-0.93985134475221677,650.43847197456319,4.6345221985329903e-12,0.04558417758616673
32,3714136,74,star,11,0.87615451599448313,0.045583779336940744,0.11269963685063861,5.8603128035754971e+24,3.0489508506432911e+23,7.5381124303679903e+23,1.8801845180875742e-08,2280339.0913922023,1.8801845673920339e-08,2280339.1511899969,-9.3339380945609633,-0.93985134475221677,650.43847197456319,1.0000000000000002e-50,0.04558417758616673
32,3714137,75,star,11,0.92139545295541148,0.070808206744588001,0.10257079164481891,6.1629147274118971e+24,4.7361308194882695e+23,6.8606268937246659e+23,1.8801845180875742e-08,2280339.0913922023,1.8801845673920339e-08,2280339.1511899969,-9.3339380945609633,-0.93985134475221677,650.43847197456319,3.4048676052119786e-12,0.04558417758616673
3,3566037,76,star,11,0.34491500931775132,0.10664058580835885,0.44544923105797285,2.3070243984942349e+24,7.1328421983212367e+23,2.9794651336686549e+24,1.8801845183241793e-08,2280339.0916791637,1.8801845673920336e-08,2280339.1511899964,-9.2930792545380108,-0.93963259234939922,647.31711478132388,9.705404037617461e-12,0.045365425183349184
3,3566038,77,star,11,0.48714036481429834,0.38891988944676431,0.27673254815925713,3.2583235775704738e+24,2.6013587399056345e+24,1.8509740753924037e+24,1.8801845183241793e-08,2280339.0916791637,1.8801845673920336e-08,2280339.1511899964,-9.2930792545380108,-0.93963259234939922,647.31711478132388,2.1815205960573148e-12,0.045365425183349184
3,3566039,78,star,11,0.48738759856000452,0.38881242283096701,0.27681259230763344,3.2599772437434927e+24,2.6006399306396695e+24,1.8515094646862073e+24,1.8801845183241793e-08,2280339.0916791637,1.8801845673920336e-08,2280339.1511899964,-9.2930792545380108,-0.93963259234939922,647.31711478132388,1.0720984097872591e-11,0.045365425183349184
3,3566040,79,star,11,0.4087869132966987,0.2765127534136016,0.34373742826093684,2.7342428055713345e+24,1.8495039397729329e+24,2.2991479415240112e+24,1.8801845183241793e-08,2280339.0916791637,1.8801845673920336e-08,2280339.1511899964,-9.2930792545380108,-0.93963259234939922,647.31711478132388,4.8108577505781305e-12,0.045365425183349184
8,3631309,80,star,11,0.30169863371063838,0.28797523186995838,0.86872597207235269,2.0179641075625307e+24,1.926172732813679e+24,5.8106256875884603e+24,1.8801845183241793e-08,2280339.0916791637,1.8801845673920336e-08,2280339.1511899964,-9.2930792545380108,-0.93963259234939922,647.31711478132388,1.0000000000000006e-50,0.045365425183349184
12,3671577,81,star,11,0.38991011981031387,0.82506569239979688,0.66600980711338342,2.6079820689783748e+24,5.5185962666337019e+24,4.4547231437861863e+24,1.8801845183241793e-08,2280339.0916791637,1.8801845673920336e-08,2280339.1511899964,-9.2930792545380108,-0.93963259234939922,647.31711478132388,3.8477931110656812e-12,0.045365425183349184
25,3815917,82,star,11,0.59992722292356326,0.4058072505251093,0.95026716453898341,4.0127182152589476e+24,2.7143128096951361e+24,6.3560282227664205e+24,1.8801845183241793e-08,2280339.0916791637,1.8801845673920336e-08,2280339.1511899964,-9.2930792545380108,-0.93963259234939922,647.31711478132388,9.9999999999999941e-51,0.045365425183349184
30,3271856,83,star,11,0.67717995195852954,0.46166175948392962,0.40189070221533246,4.5294366123112002e+24,3.0879054671697886e+24,2.688116290945752e+24,1.8801845183241793e-08,2280339.0916791637,1.8801845673920336e-08,2280339.1511899964,-9.2930792545380108,-0.93963259234939922,647.31711478132388,9.9999999999999953e-51,0.045365425183349184
