source_id,source_kind,x_code,y_code,z_code,q_group_0_s,q_group_1_s,q_group_2_s,q_group_3_s,q_group_4_s,q_group_5_s,q_group_6_s,q_group_7_s,q_group_8_s
21313,star,0.56417980042561833,0.12121598763457121,0.49684129378683806,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21314,star,0.56470765533604361,0.12184664276459328,0.49652327243388195,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21315,star,0.59998103735110053,0.47864649511633334,0.32133123857825036,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21316,star,0.6676954798174678,0.24439085652027392,0.29431560868470391,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21317,star,0.57308941163178495,0.37720401517654317,0.0019365822318214195,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21318,star,0.77735057057318069,0.033359259005764703,0.042175379343540292,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21319,star,0.9219460114657646,0.070541111829042852,0.10257965346948221,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21320,star,0.77677460367195184,0.033598682906477856,0.042459745036104203,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21321,star,0.8452946673244105,0.064783666341437354,0.16806141259406826,1.2238036625730251e+52,1.5588604392045944e+52,4.0433222694889608e+51,5.6193574992136421e+50,2.9673456053193094e+48,8.091907136332305e+47,1.6758515804648076e+46,2.8791909728369724e+39,233069.37649223843
21322,star,0.34531657377092284,0.21484512345320575,0.15251949214557309,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21323,star,0.41413248901388827,0.2760269074353302,0.34319845740439103,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21324,star,0.41454718180567712,0.27607879755437492,0.34298164948038551,2.4433388341884362e+52,3.1165479544719752e+52,8.100023662325258e+51,1.1266560551996756e+51,5.969079934827156e+48,1.6287289474057271e+48,3.3909758229074119e+46,5.8643163629215281e+39,465228.41653594474
21325,star,0.41424437377335938,0.27600182228179032,0.34352255703407353,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21326,star,0.48824048608198906,0.3886848353586938,0.27548357319007588,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21327,star,0.48699164346827151,0.3906126268497212,0.27884488310466277,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21328,star,0.48839295242886399,0.38559914591359956,0.27576006436464012,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21329,star,0.38726211279224088,0.28557421631071039,0.34654128688870378,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21330,star,0.41848062896125809,0.27898762716934539,0.34310379198433799,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21331,star,0.18330110394821228,0.35294762353774545,0.80261048132700474,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21332,star,0.39019689106725031,0.82565620336257695,0.66708242412586616,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21333,star,0.2301348069855764,0.93569240917502616,0.50829300154013679,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21334,star,0.0021961242704847,0.62903663835779855,0.33194404527804217,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21335,star,0.32798564376956596,0.86956126778897513,0.41717081005880075,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21336,star,0.68778802378492609,0.52606258031428921,0.075498384429962248,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21337,star,0.82631781090234502,0.0025975859781996891,0.070478535246796689,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21338,star,0.81193655433748857,0.97345592949326731,0.0065926062777121146,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21339,star,0.87161716417639323,0.79107544573468114,0.76816552573085206,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21340,star,0.98092259548690808,0.38996995067538687,0.79402792313244919,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21341,star,0.57730520750068692,0.35930631856959416,0.96918303137353334,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21342,star,0.61285098906899171,0.11230271379184253,0.83789352313458454,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21343,star,0.67609412339396391,0.46124961770798972,0.40156589770884366,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21344,star,0.5283569509166699,0.47569090601051967,0.40550250457416537,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21345,star,0.72141718871354921,0.27798306660521244,0.048785993574647725,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21346,star,0.82487842563607428,0.029589016574261513,0.075340504418263843,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21347,star,0.8524265123609297,0.033296555565808468,0.096338913170644858,1.2216694170942181e+52,1.5582739772359876e+52,4.050011831162629e+51,5.633280275998378e+50,2.984539967413578e+48,8.1436447370286354e+47,1.695487911453706e+46,2.9321581814607641e+39,232614.20826797237
21348,star,0.47952698337405664,0.3870979414069326,0.2583107142474525,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21349,star,0.48700579781900227,0.38924602382974927,0.27538316095520804,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21350,star,0.48738508813863973,0.38870724829928371,0.27682995872425131,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21351,star,0.25941545240019703,0.089166236130782645,0.35554823426471416,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21352,star,0.49549569752690076,0.39634753130444766,0.28282940359170128,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21353,star,0.49688620585196425,0.39597649822666425,0.28350696193993041,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21354,star,0.2743412160253772,0.09439624115333653,0.3042795332885353,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21355,star,0.12489810970803629,0.32020558676353494,0.36483196296036791,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21356,star,0.28538649042583403,0.61104973660961548,0.54844277433589705,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21357,star,0.06242573937296339,0.60485843219302604,0.58888871903135454,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21358,star,0.32022147588846317,0.82582495855609384,0.61004511787500859,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21359,star,0.38190170729961787,0.82065801295253493,0.65796871817995606,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21360,star,0.14392872833291204,0.89162370096719545,0.53995963418767801,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21361,star,0.016176441537718165,0.89197109519373108,0.29547488035806119,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21362,star,0.12891585412664758,0.53672635864053442,0.1548947783098413,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21363,star,0.70976998025836502,0.9789922422774251,0.0057032566651633405,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21364,star,0.70248652834675496,0.50480197530980608,0.053770173953968554,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21365,star,0.72552826215971133,0.37477515987951582,0.93835468201153838,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21366,star,0.70625082113264714,0.49421971817474408,0.33311811607077679,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21367,star,0.57321454879232081,0.37651232905270948,0.0022539618679405875,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21368,star,0.92120035598181793,0.070564537388580414,0.10196628143258889,1.2196544664667962e+52,1.5577202958889552e+52,4.0563274760241867e+51,5.6464248313442493e+50,3.0007732409680931e+48,8.1924904354356633e+47,1.7140266586780686e+46,2.9821647581685865e+39,232184.48192759839
21369,star,0.22114737506385942,0.021924047132121337,0.23511866565826928,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21370,star,0.32953054230424306,0.11855914181040472,0.23599842960760606,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21371,star,0.41449383064586487,0.27580192069181003,0.34247175021878562,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21372,star,0.4865889094475126,0.39172892766479778,0.27681014422787381,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21373,star,0.2493627979506402,0.42929791890098784,0.41621722935828181,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21374,star,0.2648222850099603,0.12286849273499778,0.89437354753069032,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21375,star,0.44410746851648797,0.92896206750425636,0.60136104875525564,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21376,star,0.38821420905801468,0.92756689806739512,0.60458795767788909,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21377,star,0.81121356504187603,0.97304033763069375,0.0058799578567234369,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21378,star,0.9806932197546685,0.38997119828818255,0.79359510068950867,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21379,star,0.58502410948265171,0.15446184040886199,0.49279531676285443,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21380,star,0.60829697368738334,0.27036694463904265,0.39153860079780217,1.217791364227683e+52,1.5572083404378521e+52,4.0621671685322184e+51,5.6585788018504001e+50,3.0157831612589179e+48,8.2376550805811399e+47,1.7311683101875411e+46,3.0284027968414865e+39,231787.14012871715
21381,star,0.38576564691908311,0.28804157180451939,0.34801095750823391,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21382,star,0.49631692218000512,0.39695740213408265,0.28390372554234428,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21383,star,0.40960175641804741,0.27635189626721807,0.34518653412917133,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21384,star,0.35083050289903867,0.29766735934390359,0.35044758932395281,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21385,star,0.23771071296352236,0.4125029527579791,0.48978576523615019,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21386,star,0.11353369931517707,0.6270197774866586,0.56893285465513321,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21387,star,0.40110695090296455,0.92616622403943361,0.57784387360219447,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21388,star,0.38204954929863338,0.82087665179803948,0.6574354414315009,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21389,star,0.18697443201009969,0.93189199886777474,0.080298913692494353,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21390,star,0.70242813023750794,0.50712929943587459,0.054847648199371365,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21391,star,0.56374603594539208,0.12261303082843339,0.49761345021309417,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21392,star,0.56493280718717565,0.12219843588146942,0.49693804344316844,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21393,star,0.56480503663576831,0.12158667796139919,0.49686662957242195,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21394,star,0.77715850279257603,0.033706212042718696,0.042207548258460438,1.2160783528749425e+52,1.5567376279447723e+52,4.0675364173865048e+51,5.6697536526024588e+50,3.0295838874467383e+48,8.2791812771861822e+47,1.7469290360478818e+46,3.0709159147543499e+39,231421.80805079229
21395,star,0.41429578705298875,0.27603455981813535,0.34275902486533988,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21396,star,0.48712185690016085,0.38885687985322454,0.27662111686727359,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21397,star,0.24949154322081271,0.42953250386416097,0.41604319042147564,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21398,star,0.29370167190368912,0.36137070814731143,0.9775382111270049,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21399,star,0.29255515446055647,0.36190435176306246,0.97771629042208918,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21400,star,0.98662184370712158,0.6681476994073845,0.40747063098726971,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21401,star,0.5671914137136389,0.94490710252862664,0.99293016282058855,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21402,star,0.946093599435753,0.2804646075713168,0.67280093524269236,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21403,star,0.70926612150395285,0.48278249961940384,0.39356720383363991,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21404,star,0.73809472746706473,0.46671485352271458,0.034579234312923778,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21405,star,0.82466429954104092,0.029660758825269629,0.075498502359455349,1.2144930952966969e+52,1.5563020204716303e+52,4.0725052358488707e+51,5.6800951000260946e+50,3.0423553765203704e+48,8.3176105133722357e+47,1.7615143510072858e+46,3.1102584691620559e+39,231083.72188213948
21406,star,0.38639707232627396,0.28757914198236784,0.3479407129678207,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21407,star,0.48760346401281474,0.38852850747277029,0.27665887909718773,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21408,star,0.4871725231151352,0.38877359040284265,0.27677881806688187,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21409,star,0.48698398823026995,0.38914357957414442,0.27678751825616893,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21410,star,0.40957847616878296,0.27740471907149339,0.34422511223542163,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21411,star,0.35086351999668469,0.2981621094855752,0.35104307096410231,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21412,star,0.12451057346425246,0.32070676674841536,0.36453101097395985,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21413,star,0.11332290919544873,0.62728566382958639,0.56909878113201495,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21414,star,0.11311161505162116,0.62672659203195624,0.56794358005678536,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
21415,star,0.32008344799395777,0.82562010850372392,0.61020081229018774,1.213016291506814e+52,1.5558962146416724e+52,4.0771341176389096e+51,5.6897290478196152e+50,3.054253117130612e+48,8.3534106523658425e+47,1.7751018264461476e+46,3.1469094426380952e+39,230768.76553559679
