# Intermediate legacy extraction. No age axis is present.
# Do not use directly as a time-dependent canonical table.
source,channel,initial_mass,birth_metallicity,wind_mass,wind_fraction,net_H,net_He,net_C,net_N,net_O,net_Ne,net_Mg,net_Si,net_S,net_Ca,net_Fe,net_Z_TOTAL
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,1.50000000000000000e+00,2.99999999999999989e-02,8.93000000000000016e-01,5.94999999999999973e-01,-9.73800000000000013e-03,1.57300000000000009e-02,-1.42227900000000003e-03,1.38931600000000003e-03,-4.56331300000000026e-04,-1.13459699999999994e-04,3.26774299999999993e-04,-3.15026899999999984e-05,-2.52263999999999996e-05,-2.22487999999999995e-05,1.36423099999999998e-04,-5.99199999999999993e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,1.75000000000000000e+00,2.99999999999999989e-02,1.12500000000000000e+00,6.43000000000000016e-01,-7.43700000000000003e-03,1.49639999999999999e-02,-2.01819000000000000e-03,2.01532000000000013e-03,-5.75416399999999955e-04,-1.46687500000000008e-04,4.11701799999999996e-04,-3.96628399999999985e-05,-3.17659300000000023e-05,-2.80259300000000009e-05,1.71941599999999987e-04,-7.52699999999999984e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,2.00000000000000000e+00,2.99999999999999989e-02,1.35699999999999998e+00,6.78000000000000047e-01,-3.81299999999999998e-03,1.29990000000000001e-02,-2.02024099999999988e-03,1.95108299999999994e-03,-6.86701500000000018e-04,-1.75665199999999993e-04,4.97399300000000034e-04,-4.70729900000000008e-05,-3.79684499999999973e-05,-3.37454500000000006e-05,2.08810100000000008e-04,-9.18599999999999972e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,2.25000000000000000e+00,2.99999999999999989e-02,1.58899999999999997e+00,7.05999999999999961e-01,-1.04999999999999994e-03,1.18099999999999993e-02,-2.30822199999999996e-03,2.21952599999999988e-03,-8.08086599999999948e-04,-2.08013000000000002e-04,5.82296699999999964e-04,-5.52531300000000034e-05,-4.45159700000000033e-05,-3.95249700000000032e-05,2.44248699999999991e-04,-1.07600000000000005e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,2.50000000000000000e+00,2.99999999999999989e-02,1.81600000000000006e+00,7.25999999999999979e-01,-5.78000000000000042e-03,1.78649999999999989e-02,-2.98657499999999999e-03,3.37458499999999982e-03,-1.25734200000000005e-03,-2.15246300000000013e-04,6.64589099999999969e-04,-6.38535800000000000e-05,-5.12325399999999972e-05,-4.52355400000000002e-05,2.77544200000000025e-04,-1.20850000000000003e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,2.75000000000000000e+00,2.99999999999999989e-02,2.05699999999999994e+00,7.47999999999999998e-01,-1.88100000000000003e-02,2.97840000000000014e-02,-1.66070800000000011e-03,4.34252499999999986e-03,-1.69398100000000000e-03,3.56537900000000014e-04,7.55949700000000031e-04,-7.19011900000000013e-05,-5.83741799999999995e-05,-5.13721800000000012e-05,3.11048100000000001e-04,-1.09739999999999994e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,3.00000000000000000e+00,2.99999999999999989e-02,2.29700000000000015e+00,7.66000000000000014e-01,-4.02599999999999972e-02,4.65829999999999994e-02,2.51271199999999984e-03,5.00647400000000034e-03,-2.20351299999999983e-03,1.72450300000000006e-03,8.55383300000000027e-04,-7.92168700000000017e-05,-6.60040300000000024e-05,-5.76910300000000025e-05,3.40421299999999979e-04,-6.32299999999999963e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,3.25000000000000000e+00,2.99999999999999989e-02,2.53699999999999992e+00,7.81000000000000028e-01,-6.93300000000000027e-02,6.87959999999999960e-02,8.45215199999999924e-03,5.49756299999999958e-03,-2.73634600000000018e-03,3.67338800000000009e-03,9.70426900000000018e-04,-8.48625399999999988e-05,-7.37538800000000041e-05,-6.41568799999999942e-05,3.68744599999999993e-04,5.33999999999999969e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,3.50000000000000000e+00,2.99999999999999989e-02,2.77300000000000013e+00,7.92000000000000037e-01,-9.64200000000000057e-02,8.99549999999999933e-02,1.47990299999999995e-02,6.46851899999999983e-03,-3.57935500000000021e-03,4.30085699999999994e-03,1.07374199999999993e-03,-9.17504499999999984e-05,-8.08565699999999989e-05,-7.02605699999999940e-05,4.05765499999999996e-04,6.46500000000000026e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,3.75000000000000000e+00,2.99999999999999989e-02,3.00599999999999978e+00,8.02000000000000046e-01,-1.01559999999999997e-01,9.43500000000000033e-02,1.61581499999999996e-02,6.95174299999999981e-03,-3.85394600000000002e-03,4.75428799999999974e-03,1.18884700000000004e-03,-9.74125400000000057e-05,-8.81238800000000037e-05,-7.63588799999999969e-05,4.38744600000000014e-04,7.21000000000000026e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,4.00000000000000000e+00,2.99999999999999989e-02,3.22599999999999998e+00,8.06000000000000050e-01,-8.20300000000000057e-02,8.40599999999999958e-02,9.05846400000000045e-03,8.26980700000000055e-03,-4.07096000000000020e-03,3.13909100000000010e-03,1.26701000000000005e-03,-1.05249399999999996e-04,-9.41779099999999990e-05,-8.16749100000000003e-05,4.74716000000000027e-04,-2.03000000000000012e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,4.25000000000000000e+00,2.99999999999999989e-02,3.44399999999999995e+00,8.10000000000000053e-01,-6.75100000000000006e-02,7.77299999999999935e-02,4.15424300000000017e-03,9.16026999999999987e-03,-4.32516100000000011e-03,8.97235799999999972e-04,1.29319900000000008e-03,-1.16462399999999998e-04,-9.85683599999999935e-05,-8.63683599999999952e-05,5.22156100000000000e-04,-1.02199999999999999e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,4.50000000000000000e+00,2.99999999999999989e-02,3.65200000000000014e+00,8.12000000000000055e-01,-5.89300000000000032e-02,7.34899999999999998e-02,1.30695799999999999e-03,9.37732500000000059e-03,-4.24250299999999990e-03,5.05289600000000008e-04,1.36589900000000006e-03,-1.22325999999999994e-04,-1.03800899999999997e-04,-9.13919000000000016e-05,5.56540300000000002e-04,-1.45600000000000000e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,4.75000000000000000e+00,2.99999999999999989e-02,3.89199999999999990e+00,8.18999999999999950e-01,-9.28699999999999942e-02,1.06910000000000005e-01,2.67489900000000011e-03,1.02060999999999992e-02,-4.84083600000000027e-03,6.39774599999999951e-04,1.47643199999999996e-03,-1.27521600000000002e-04,-1.11210699999999996e-04,-9.75977500000000059e-05,5.90683600000000038e-04,-1.40400000000000004e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,5.00000000000000000e+00,2.99999999999999989e-02,4.13300000000000001e+00,8.26999999999999957e-01,-1.40380000000000005e-01,1.53659999999999991e-01,2.97125499999999990e-03,1.26914300000000001e-02,-6.35397500000000042e-03,7.37038800000000029e-04,1.58422300000000005e-03,-1.34459299999999988e-04,-1.19072400000000002e-04,-1.03883399999999995e-04,6.24207499999999949e-04,-1.32800000000000001e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,5.50000000000000000e+00,2.99999999999999989e-02,4.61399999999999988e+00,8.38999999999999968e-01,-2.10730000000000001e-01,2.25069999999999992e-01,-3.03454800000000019e-03,2.17740400000000014e-02,-8.23644599999999970e-03,6.81388100000000036e-04,1.78014699999999994e-03,-1.46232500000000000e-04,-1.32703900000000002e-04,-1.15947900000000002e-04,6.97174600000000045e-04,-1.43400000000000003e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,6.00000000000000000e+00,2.99999999999999989e-02,5.09299999999999997e+00,8.48999999999999977e-01,-2.84519999999999995e-01,2.99250000000000016e-01,-1.35821799999999993e-02,3.60110500000000028e-02,-1.02291099999999996e-02,5.97179100000000017e-04,1.98764699999999994e-03,-1.58231900000000005e-04,-1.47161800000000011e-04,-1.28114800000000002e-04,7.65380599999999954e-04,-1.47300000000000000e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,7.00000000000000000e+00,2.99999999999999989e-02,6.03699999999999992e+00,8.61999999999999988e-01,-4.30860000000000021e-01,4.53259999999999996e-01,-2.42196299999999989e-02,4.94222600000000026e-02,-1.52752400000000007e-02,2.67537299999999997e-05,2.34326899999999982e-03,-1.84343599999999995e-04,-1.73732499999999990e-04,-1.51619500000000008e-04,9.06964199999999972e-04,-2.23999999999999998e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/agb_yields.h,2,8.00000000000000000e+00,2.99999999999999989e-02,6.94700000000000006e+00,8.67999999999999994e-01,-6.10400000000000054e-01,6.38469999999999982e-01,-2.97294199999999995e-02,5.99208300000000013e-02,-2.17901700000000011e-02,-3.50161199999999998e-04,2.79301300000000001e-03,-1.97469299999999997e-04,-2.00552400000000001e-04,-1.74724399999999990e-04,1.03100700000000002e-03,-2.80700000000000012e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.30000000000000000e+01,2.00000000000000004e-02,5.16999999999999993e+00,3.98000000000000020e-01,-5.95799999999999996e-01,6.23099999999999987e-01,-7.59400000000000006e-03,1.85999999999999985e-02,-1.90899999999999993e-02,-2.58900000000000016e-03,3.37200000000000011e-04,-2.19199999999999988e-04,-5.04400000000000009e-04,-2.11600000000000007e-05,-4.39099999999999980e-05,-2.73000000000000013e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.50000000000000000e+01,2.00000000000000004e-02,5.91999999999999993e+00,3.95000000000000018e-01,-7.02200000000000046e-01,7.31299999999999950e-01,-8.02100000000000035e-03,2.24600000000000008e-02,-2.14400000000000007e-02,-2.93999999999999991e-03,3.89100000000000025e-04,-2.50999999999999975e-04,-5.77799999999999950e-04,-2.42300000000000001e-05,-5.00300000000000004e-05,-2.91000000000000009e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,2.00000000000000000e+01,2.00000000000000004e-02,1.22899999999999991e+01,6.13999999999999990e-01,-1.60000000000000009e+00,1.60400000000000009e+00,2.56399999999999996e-02,5.14299999999999966e-02,-3.61100000000000032e-02,-4.79700000000000005e-03,7.92900000000000028e-04,-5.20300000000000016e-04,-1.19800000000000006e-03,-5.02600000000000033e-05,-1.04900000000000002e-04,-4.00000000000000008e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,2.50000000000000000e+01,2.00000000000000004e-02,1.60000000000000000e+01,6.40000000000000013e-01,-2.85899999999999999e+00,2.80299999999999994e+00,9.98200000000000059e-02,6.25399999999999984e-02,-4.99700000000000005e-02,-4.47900000000000034e-03,9.93600000000000082e-04,-6.76999999999999976e-04,-1.55999999999999997e-03,-6.54399999999999969e-05,-1.37200000000000001e-04,5.60000000000000012e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,3.00000000000000000e+01,2.00000000000000004e-02,1.89299999999999997e+01,6.31000000000000005e-01,-3.79199999999999982e+00,3.68299999999999983e+00,1.52799999999999991e-01,7.91400000000000020e-02,-5.74199999999999988e-02,-4.33199999999999991e-03,1.15599999999999991e-03,-8.00799999999999949e-04,-1.84599999999999998e-03,-7.74599999999999936e-05,-1.63000000000000005e-04,1.09000000000000000e-01
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,4.00000000000000000e+01,2.00000000000000004e-02,2.60899999999999999e+01,6.52000000000000024e-01,-6.03399999999999981e+00,5.82500000000000018e+00,2.65000000000000013e-01,1.18599999999999997e-01,-8.82000000000000006e-02,-3.07200000000000008e-03,1.52800000000000006e-03,-1.10300000000000003e-03,-2.54499999999999995e-03,-1.06700000000000005e-04,-2.28000000000000013e-04,2.08999999999999991e-01
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,6.00000000000000000e+01,2.00000000000000004e-02,4.20499999999999972e+01,7.00999999999999956e-01,-1.20500000000000007e+01,1.14600000000000009e+01,6.72100000000000031e-01,1.98899999999999993e-01,-1.48699999999999999e-01,9.72400000000000000e-03,2.21499999999999996e-03,-1.77300000000000005e-03,-4.10099999999999961e-03,-1.72000000000000007e-04,-3.75899999999999975e-04,5.89999999999999969e-01
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,8.00000000000000000e+01,2.00000000000000004e-02,5.71499999999999986e+01,7.13999999999999968e-01,-1.76099999999999994e+01,1.64600000000000009e+01,1.19300000000000006e+00,2.81499999999999972e-01,-1.73800000000000010e-01,2.69500000000000017e-02,2.83799999999999981e-03,-2.39900000000000009e-03,-5.57199999999999970e-03,-2.33600000000000013e-04,-5.33500000000000012e-04,1.14999999999999991e+00
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.20000000000000000e+02,2.00000000000000004e-02,9.41099999999999994e+01,7.84000000000000030e-01,-3.25700000000000003e+01,3.11400000000000006e+01,1.60800000000000010e+00,4.87999999999999989e-01,-4.11999999999999977e-01,4.56000000000000016e-02,3.72699999999999984e-03,-3.94499999999999972e-03,-9.17600000000000013e-03,-3.84600000000000024e-04,-8.78599999999999997e-04,1.42999999999999994e+00
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.30000000000000000e+01,2.00000000000000004e-03,1.27000000000000002e+00,9.80000000000000038e-02,-9.84799999999999981e-02,9.64399999999999979e-02,-8.93500000000000034e-05,1.31700000000000003e-03,1.00800000000000000e-03,-6.47299999999999986e-05,7.81200000000000042e-05,1.28199999999999999e-04,3.66199999999999984e-05,9.64600000000000048e-06,-1.09400000000000003e-06,2.04000000000000015e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.50000000000000000e+01,2.00000000000000004e-03,1.88999999999999990e+00,1.26000000000000001e-01,-1.67899999999999994e-01,1.64700000000000013e-01,-1.22499999999999996e-04,2.08999999999999984e-03,1.46199999999999997e-03,-9.57499999999999964e-05,1.15600000000000005e-04,1.90499999999999996e-04,5.44100000000000025e-05,1.43399999999999999e-05,-1.63099999999999993e-06,3.20000000000000015e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,2.00000000000000000e+01,2.00000000000000004e-03,3.83000000000000007e+00,1.92000000000000004e-01,-4.09200000000000008e-01,4.03000000000000025e-01,-2.33600000000000013e-04,4.45100000000000010e-03,2.65100000000000014e-03,-2.01599999999999994e-04,2.32000000000000001e-04,3.86900000000000026e-04,1.10500000000000003e-04,2.91100000000000008e-05,-3.29800000000000002e-06,6.19999999999999978e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,2.50000000000000000e+01,2.00000000000000004e-03,6.65000000000000036e+00,2.66000000000000014e-01,-7.77200000000000002e-01,7.67100000000000004e-01,-5.33700000000000016e-04,7.73800000000000009e-03,3.93600000000000026e-03,-3.58399999999999984e-04,3.99300000000000002e-04,6.71500000000000005e-04,1.91800000000000000e-04,5.05199999999999974e-05,-5.74500000000000005e-06,1.00999999999999996e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,3.00000000000000000e+01,2.00000000000000004e-03,4.63999999999999968e+00,1.54999999999999999e-01,-5.84999999999999964e-01,5.78099999999999947e-01,-4.60599999999999974e-04,5.91199999999999972e-03,2.17300000000000002e-03,-2.52600000000000014e-04,2.75699999999999979e-04,4.68600000000000006e-04,1.33800000000000000e-04,3.52500000000000030e-05,-3.99200000000000006e-06,6.89999999999999988e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,4.00000000000000000e+01,2.00000000000000004e-03,1.58100000000000005e+01,3.95000000000000018e-01,-2.17799999999999994e+00,2.12699999999999978e+00,1.24799999999999998e-02,2.77500000000000004e-02,1.30200000000000003e-02,-7.18699999999999960e-04,9.25000000000000041e-04,1.59599999999999998e-03,4.55800000000000020e-04,1.20100000000000005e-04,-1.38599999999999994e-05,5.09999999999999967e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,6.00000000000000000e+01,2.00000000000000004e-03,2.71900000000000013e+01,4.53000000000000014e-01,-6.50300000000000011e+00,5.75499999999999989e+00,6.18999999999999995e-01,3.34699999999999998e-02,9.17800000000000005e-02,6.35099999999999987e-03,1.51300000000000002e-03,2.75099999999999997e-03,7.83999999999999975e-04,2.06500000000000005e-04,-2.72099999999999987e-05,7.47999999999999998e-01
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,8.00000000000000000e+01,2.00000000000000004e-03,4.23200000000000003e+01,5.29000000000000026e-01,-1.13800000000000008e+01,1.01099999999999994e+01,1.03499999999999992e+00,5.24999999999999981e-02,1.71000000000000013e-01,9.95900000000000084e-03,2.32199999999999985e-03,4.28399999999999961e-03,1.21999999999999995e-03,3.21400000000000006e-04,-4.36899999999999967e-05,1.27000000000000002e+00
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.20000000000000000e+02,2.00000000000000004e-03,7.44399999999999977e+01,6.19999999999999996e-01,-2.82300000000000004e+01,2.66999999999999993e+01,1.23100000000000009e+00,1.09500000000000000e-01,1.87700000000000006e-01,1.24899999999999994e-02,3.72999999999999981e-03,7.54200000000000009e-03,2.14599999999999990e-03,5.65300000000000026e-04,-7.52599999999999943e-05,1.53000000000000003e+00
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.30000000000000000e+01,2.00000000000000010e-04,1.13999999999999990e+00,8.79999999999999949e-02,-6.19099999999999998e-02,6.17300000000000001e-02,-1.41699999999999999e-05,1.26000000000000000e-04,8.71800000000000022e-05,-6.60699999999999959e-06,6.71500000000000008e-06,1.15599999999999994e-05,3.29699999999999994e-06,8.68500000000000028e-07,-9.84100000000000057e-08,1.80000000000000011e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.50000000000000000e+01,2.00000000000000010e-04,1.18999999999999995e+00,7.90000000000000008e-02,-6.77699999999999969e-02,6.75599999999999951e-02,-1.16000000000000007e-05,1.44899999999999998e-04,9.67699999999999968e-05,-6.79899999999999962e-06,6.98599999999999969e-06,1.20599999999999997e-05,3.43500000000000015e-06,9.05000000000000017e-07,-1.03199999999999998e-07,2.10000000000000009e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,2.00000000000000000e+01,2.00000000000000010e-04,1.67999999999999994e+00,8.40000000000000052e-02,-1.29200000000000009e-01,1.28799999999999998e-01,-2.05099999999999984e-05,3.04999999999999987e-04,1.50700000000000004e-04,-1.00000000000000008e-05,9.63699999999999938e-06,1.70300000000000013e-05,4.84300000000000005e-06,1.27599999999999994e-06,-1.45399999999999992e-07,4.00000000000000019e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,2.50000000000000000e+01,2.00000000000000010e-04,1.97999999999999998e+00,7.90000000000000008e-02,-1.49499999999999994e-01,1.49299999999999988e-01,-4.25999999999999987e-05,2.14799999999999990e-04,9.68699999999999992e-05,-1.23200000000000006e-05,1.11400000000000001e-05,2.00400000000000013e-05,5.69800000000000033e-06,1.50099999999999990e-06,-1.71099999999999990e-07,2.00000000000000010e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,3.00000000000000000e+01,2.00000000000000010e-04,3.75999999999999979e+00,1.25000000000000000e-01,-3.88299999999999979e-01,3.79500000000000004e-01,5.25399999999999999e-03,2.42399999999999994e-03,1.12800000000000010e-03,-1.11999999999999995e-05,2.11000000000000013e-05,3.82200000000000034e-05,1.08299999999999996e-05,2.85199999999999997e-06,-3.47299999999999993e-07,8.80000000000000053e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,4.00000000000000000e+01,2.00000000000000010e-04,1.08399999999999999e+01,2.71000000000000019e-01,-1.07200000000000006e+00,1.04000000000000004e+00,1.09599999999999993e-02,1.50300000000000000e-02,5.72399999999999992e-03,-1.75499999999999997e-05,6.11799999999999936e-05,1.10400000000000000e-04,3.12399999999999991e-05,8.22500000000000002e-06,-1.07599999999999995e-06,3.20000000000000007e-02
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,6.00000000000000000e+01,2.00000000000000010e-04,1.43399999999999999e+01,2.38999999999999990e-01,-1.76899999999999991e+00,1.66700000000000004e+00,5.51099999999999993e-02,2.41099999999999995e-02,2.32200000000000011e-02,2.09800000000000004e-04,8.27399999999999973e-05,1.47500000000000007e-04,4.13599999999999970e-05,1.08399999999999996e-05,-2.28400000000000007e-06,1.01999999999999993e-01
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,8.00000000000000000e+01,2.00000000000000010e-04,1.96999999999999993e+01,2.45999999999999996e-01,-3.31300000000000017e+00,3.10199999999999987e+00,1.31700000000000012e-01,2.87800000000000000e-02,4.99199999999999991e-02,1.88900000000000011e-04,1.08800000000000002e-04,2.05300000000000003e-04,5.68200000000000015e-05,1.49499999999999992e-05,-2.68699999999999985e-06,2.10999999999999993e-01
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.20000000000000000e+02,2.00000000000000010e-04,3.57899999999999991e+01,2.97999999999999987e-01,-8.80000000000000071e+00,8.18299999999999983e+00,4.24599999999999977e-01,3.69499999999999967e-02,1.54400000000000009e-01,6.97600000000000043e-04,1.94300000000000007e-04,3.86600000000000019e-04,1.03300000000000004e-04,2.71400000000000010e-05,-6.72799999999999979e-06,6.16999999999999993e-01
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.30000000000000000e+01,2.00000000000000016e-05,5.99999999999999978e-01,4.59999999999999992e-02,-2.12800000000000003e-02,2.12399999999999985e-02,-7.97599999999999995e-07,1.53100000000000008e-05,7.21399999999999988e-06,-3.39700000000000004e-07,3.73899999999999980e-07,6.17900000000000047e-07,1.74100000000000004e-07,4.58799999999999979e-08,-5.20699999999999991e-09,4.00000000000000033e-05
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.50000000000000000e+01,2.00000000000000016e-05,9.89999999999999991e-01,6.60000000000000031e-02,-5.17200000000000021e-02,5.16700000000000007e-02,-1.34500000000000004e-06,2.51799999999999995e-05,1.15900000000000008e-05,-5.60100000000000046e-07,6.39399999999999968e-07,1.02400000000000006e-06,2.85500000000000009e-07,7.51999999999999984e-08,-8.50099999999999949e-09,5.00000000000000024e-05
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,2.00000000000000000e+01,2.00000000000000016e-05,9.10000000000000031e-01,4.59999999999999992e-02,-3.47700000000000023e-02,3.47099999999999978e-02,-8.67100000000000029e-07,2.45900000000000000e-05,1.29599999999999996e-05,-5.62600000000000022e-07,5.88499999999999956e-07,9.42699999999999991e-07,2.63399999999999990e-07,6.93999999999999994e-08,-7.87300000000000042e-09,6.00000000000000015e-05
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,2.50000000000000000e+01,2.00000000000000016e-05,2.85999999999999988e+00,1.14000000000000004e-01,-2.21400000000000013e-01,2.21099999999999991e-01,-4.69299999999999979e-06,1.50800000000000006e-04,5.00700000000000000e-05,-2.03500000000000000e-06,1.95200000000000011e-06,3.10399999999999984e-06,8.24099999999999974e-07,2.17100000000000005e-07,-2.46400000000000009e-08,2.99999999999999974e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,3.00000000000000000e+01,2.00000000000000016e-05,2.99000000000000021e+00,1.00000000000000006e-01,-2.05699999999999994e-01,2.05600000000000005e-01,-3.62399999999999995e-06,6.55900000000000005e-05,1.98999999999999992e-05,-2.20299999999999991e-06,2.10500000000000017e-06,3.19599999999999998e-06,8.61400000000000024e-07,2.27000000000000008e-07,-2.57600000000000004e-08,1.00000000000000005e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,4.00000000000000000e+01,2.00000000000000016e-05,9.26999999999999957e+00,2.32000000000000012e-01,-3.76400000000000012e-01,3.76099999999999990e-01,-2.27900000000000003e-05,9.72800000000000037e-05,5.30699999999999984e-05,-6.37499999999999995e-06,6.29400000000000022e-06,9.75400000000000012e-06,2.67099999999999992e-06,7.03700000000000035e-07,-7.97299999999999999e-08,2.99999999999999974e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,6.00000000000000000e+01,2.00000000000000016e-05,1.14299999999999997e+01,1.90000000000000002e-01,-4.47900000000000020e-01,4.47500000000000009e-01,-2.67200000000000017e-05,1.24399999999999988e-04,5.85600000000000018e-05,-8.09899999999999988e-06,7.34299999999999983e-06,1.25000000000000006e-05,3.29400000000000014e-06,8.67799999999999975e-07,-9.82300000000000001e-08,4.00000000000000019e-04
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,8.00000000000000000e+01,2.00000000000000016e-05,1.59499999999999993e+01,1.99000000000000010e-01,-1.01800000000000002e+00,1.01400000000000001e+00,2.48200000000000016e-04,3.34700000000000015e-03,8.82300000000000033e-04,-5.50999999999999976e-06,9.16199999999999969e-06,1.99100000000000008e-05,4.59599999999999970e-06,1.21099999999999993e-06,-1.44399999999999996e-07,4.00000000000000008e-03
/home/kjhan/BACKUP/Eunha.A1/LagEunha/src/AstroModules/SW_yield/massive_yields.h,1,1.20000000000000000e+02,2.00000000000000016e-05,2.60599999999999987e+01,2.16999999999999998e-01,-4.95000000000000018e+00,4.94899999999999984e+00,-4.94599999999999974e-05,7.83100000000000007e-04,-1.36499999999999998e-05,-2.86999999999999997e-05,3.35799999999999987e-06,5.55299999999999986e-05,7.51099999999999975e-06,1.97900000000000003e-06,-2.24299999999999990e-07,1.00000000000000002e-03
