ncpu        =        256
ndim        =          3
levelmin    =         10
levelmax    =         17
ngridmax    =    3906250
nstep_coarse=        394
 
boxlen      =  0.100000000000000E+01
time        = -0.492560696252048E+01
aexp        =  0.158555442034145E+00
H0          =  0.676600036621094E+02
omega_m     =  0.311100006103516E+00
omega_l     =  0.688899993896484E+00
omega_k     =  0.000000000000000E+00
omega_b     =  0.469999983906746E-01
unit_l      =  0.923867821568520E+26
unit_d      =  0.671704788919460E-27
unit_t      =  0.114440831600462E+17
 
ordering type=hilbert                                                                         
   DOMAIN   ind_min                 ind_max
       1   0.000000000000000E+00   0.898349776240640E+14
       2   0.898349776240640E+14   0.177185295958016E+15
       3   0.177185295958016E+15   0.265408701005824E+15
       4   0.265408701005824E+15   0.328922195099648E+15
       5   0.328922195099648E+15   0.390302548361216E+15
       6   0.390302548361216E+15   0.449356960366592E+15
       7   0.449356960366592E+15   0.506312341323776E+15
       8   0.506312341323776E+15   0.546576593780736E+15
       9   0.546576593780736E+15   0.587987693862912E+15
      10   0.587987693862912E+15   0.625842732924928E+15
      11   0.625842732924928E+15   0.676890780106752E+15
      12   0.676890780106752E+15   0.736418179579904E+15
      13   0.736418179579904E+15   0.800901388042240E+15
      14   0.800901388042240E+15   0.857828818419712E+15
      15   0.857828818419712E+15   0.939528040218624E+15
      16   0.939528040218624E+15   0.100980600484659E+16
      17   0.100980600484659E+16   0.108558724313907E+16
      18   0.108558724313907E+16   0.114404644565811E+16
      19   0.114404644565811E+16   0.119801674064282E+16
      20   0.119801674064282E+16   0.124620217568461E+16
      21   0.124620217568461E+16   0.132854507057971E+16
      22   0.132854507057971E+16   0.141003472660070E+16
      23   0.141003472660070E+16   0.148750370553856E+16
      24   0.148750370553856E+16   0.157538740879360E+16
      25   0.157538740879360E+16   0.162683480231117E+16
      26   0.162683480231117E+16   0.167933691458355E+16
      27   0.167933691458355E+16   0.174431319841178E+16
      28   0.174431319841178E+16   0.178937082203341E+16
      29   0.178937082203341E+16   0.183986277082726E+16
      30   0.183986277082726E+16   0.191707251893862E+16
      31   0.191707251893862E+16   0.199225584386048E+16
      32   0.199225584386048E+16   0.205621960533606E+16
      33   0.205621960533606E+16   0.214258704266035E+16
      34   0.214258704266035E+16   0.221283224649728E+16
      35   0.221283224649728E+16   0.228931470884864E+16
      36   0.228931470884864E+16   0.236147705485722E+16
      37   0.236147705485722E+16   0.243730646407578E+16
      38   0.243730646407578E+16   0.253191142349210E+16
      39   0.253191142349210E+16   0.263245273235456E+16
      40   0.263245273235456E+16   0.271775608655053E+16
      41   0.271775608655053E+16   0.280651194328678E+16
      42   0.280651194328678E+16   0.289232686913946E+16
      43   0.289232686913946E+16   0.295083055670886E+16
      44   0.295083055670886E+16   0.302726190307738E+16
      45   0.302726190307738E+16   0.309117852005171E+16
      46   0.309117852005171E+16   0.316797585509581E+16
      47   0.316797585509581E+16   0.327748110463795E+16
      48   0.327748110463795E+16   0.338095986517606E+16
      49   0.338095986517606E+16   0.344016026809139E+16
      50   0.344016026809139E+16   0.351614841221939E+16
      51   0.351614841221939E+16   0.359050571599053E+16
      52   0.359050571599053E+16   0.363655650040218E+16
      53   0.363655650040218E+16   0.369984651080499E+16
      54   0.369984651080499E+16   0.376547731465011E+16
      55   0.376547731465011E+16   0.381348453390746E+16
      56   0.381348453390746E+16   0.389204666639974E+16
      57   0.389204666639974E+16   0.396098558912102E+16
      58   0.396098558912102E+16   0.403800973036749E+16
      59   0.403800973036749E+16   0.410160016703488E+16
      60   0.410160016703488E+16   0.418198577663181E+16
      61   0.418198577663181E+16   0.422748502150349E+16
